nome;cnpj;cep;endereco;telefone;tipoLocalizacao;_cnaePrincipal;_cnaeMatch;_uf;_municipio;_situacao;_razaoSocial
MANOELA CRISTINA PEREIRA BATISTA E OUTRO;13.361.933/0001-56;15470-000;ESTANCIA SM, nº S/N, PIAU - PALESTINA/SP;(17) 91421598;HARAS;0152102;0152102;SP;PALESTINA;02;MANOELA CRISTINA PEREIRA BATISTA E OUTRO
PAULO BARRETTO GIORGI;13.520.229/0001-07;17500-970;SITIO BOM DESTINO, nº SN, ROD SP 294 SENTIDO MARILIA VERA CRUZ 9 KM ENT DIR 400MT, Z RURAL - MARILIA/SP;(14) 97868486;HARAS;0152102;0152102;SP;MARILIA;02;PAULO BARRETTO GIORGI
SCUDERIA SAO BENTO;13.591.600/0001-13;37590-000;SITIO RANCHO SAO BENTO, nº S/N, SAO LUIS - JACUTINGA/MG;(11) 44897499;HARAS;0152102;0152102;MG;JACUTINGA;02;SCUDERIA SAO BENTO LTDA
JOSE JONISMAR GONCALVES DANTAS;13.665.836/0001-57;18216-970;FAZENDA HARAS SHOW, nº S/N, BAIRRO DA CONCEICAO - ITAPETININGA/SP;(11) 84846004;HARAS;0152102;0152102;SP;ITAPETININGA;02;JOSE JONISMAR GONCALVES DANTAS
WERNECK FERNANDO CANHADAS;13.795.560/0001-21;13990-000;SITIO SAO JUDAS TADEU, nº SN, SERTAOZINHO - ESPIRITO SANTO DO PINHAL/SP;(19) 36513769;HARAS;0152102;0152102;SP;ESPIRITO SANTO DO PINHAL;02;WERNECK FERNANDO CANHADAS
HARAS RANCHO ALEGRE;13.819.567/0001-36;39448-899;AREA RURAL, nº S/N, KM 168 DA ROD. MG 122, AREA RURAL DE JANAUBA - JANAUBA/MG;(38) 99747602;HARAS;0152102;0152102;MG;JANAUBA;02;AGROPECUARIA RANCHO ALEGRE EMPREENDIMENTOS LTDA
CLEYTON JUNIOR MESQUITA;14.106.005/0001-08;18787-899;CHACARA RANCHO PH FAZENDINHA, nº SN, OLHOS D AGUA - MANDURI/SP;(14) 96374883;HARAS;0152102;0152102;SP;MANDURI;02;CLEYTON JUNIOR MESQUITA
DEIVID SIRIANI;14.213.335/0001-00;16260-000;ESTRADA MUN. COROADOS AO BAIRRO CAXIMBA, nº KM 0,6, RANCHO D.S., CAXIMBA - COROADOS/SP;(18) 36440885;HARAS;0152102;0152102;SP;COROADOS;02;DEIVID SIRIANI
ROBERTO LOPES CORBETT;14.222.944/0001-18;15790-000;FAZENDA LAGOA DA GARCA, nº SN, COR SO JOSE - RUBINEIA/SP;(17) 36312063;HARAS;0152102;0152102;SP;RUBINEIA;02;ROBERTO LOPES CORBETT
CENTRO HIPICO TERRAS DE SAO JOSE II;14.762.874/0001-90;13305-901;ESTRADA DO PIRAI ACIMA S/N, nº 20, CASA 731, BAIRRO CAMPOS DE SANTO ANTONIO - ITU/SP;(11) 40243594;CENTRO_TREINAMENTO;8591100;8591100;SP;ITU;02;GRACCO & GRACCO HIPICA LTDA.
GERVASIO COSTA;14.870.971/0001-05;19570-000;ACESSO HARAS CMV, nº SN, ZONA RURAL - REGENTE FEIJO/SP;(18) 39014400;HARAS;0152102;0152102;SP;REGENTE FEIJO;02;GERVASIO COSTA
TATIANA AGDA PINHEIRO GABRIEL DE LIMA MARINO;14.959.151/0001-86;06364-290;RUA ESCADA, nº S/N, CHACARA DAS PAINEIRAS - CARAPICUIBA/SP;(11) 41698277;HARAS;0152102;0152102;SP;CARAPICUIBA;02;TATIANA AGDA PINHEIRO GABRIEL DE LIMA MARINO
ALEXANDRE OLIVEIRA CECIN;08.833.191/0002-65;14783-279;ESTANCIA SANTO ANTONIO, nº S/N, CAMPO REDONDO - BARRETOS/SP;(17) 33233599;HARAS;0152102;0152102;SP;BARRETOS;02;ALEXANDRE OLIVEIRA CECIN
NEUSA CAMILO GELLIS E OUTRO;15.067.270/0001-97;18400-640;ESTRADA ITAPEVA AO BAIRRO DO FUNDAO, nº SN, FUNDAO - ITAPEVA/SP;(11) 91246018;HARAS;0152102;0152102;SP;ITAPEVA;02;NEUSA CAMILO GELLIS E OUTRO
CLUBE DO CAVALO DE DIVINO;15.072.441/0001-76;36820-000;RUA GUTEMBERG DE SOUZA FILHO, nº S/N, GIVISIEZ - DIVINO/MG;(32) 37431456;CLUBE;9312300;9312300;MG;DIVINO;02;CLUBE DO CAVALO DE DIVINO
JOSE WALTER ANTONIO PONTES;15.124.767/0001-08;18540-000;SITIO HARAS WANU, nº SN, COLONIA RODRIGO SILVA - PORTO FELIZ/SP;(15) 32625452;HARAS;0152102;0152102;SP;PORTO FELIZ;02;JOSE WALTER ANTONIO PONTES
LEONARDO FEITOSA MARINHO;15.206.000/0001-10;13300-003;ESTRADA BAIRRO DO CANGUIRI, nº S/N, RANCHO FEITOSA, SEDE - ITU/SP;(11) 40247650;HARAS;0152102;0152102;SP;ITU;02;LEONARDO FEITOSA MARINHO
ALTEZA DA SERRA LTDA;15.239.488/0001-81;37468-000;RODOVIA BR 460, nº SN, TRIANGULO 394078 CS, VIDINHA - POUSO ALTO/MG;(35) 33313042;HARAS;0152102;0152102;MG;POUSO ALTO;02;ALTEZA DA SERRA LTDA
JOAO LUIZ CHIAPARINI E OUTRO;15.350.882/0001-92;15775-000;ESTANCIA CASTELAO, nº SN, COR DA CAB COMPRIDA - SANTA FE DO SUL/SP;(17) 36313770;HARAS;0152102;0152102;SP;SANTA FE DO SUL;02;JOAO LUIZ CHIAPARINI E OUTRO
GILDA DOS SANTOS;08.246.070/0001-36;18460-000;ESTRADA EST MUNICIPAL DE ITARARE AO BAIRRO DO RODEIO LADO DIREITO, nº SN, ESTANCIA, RODEIO - ITARARE/SP;(15) 35324444;HARAS;0152102;0152102;SP;ITARARE;02;GILDA DOS SANTOS
EDSON GOMES PIRES;08.330.772/0001-01;18260-000;SITIO CANTINHO DA FELICIDADE, nº S/N, RIO DAS CONCHAS - PORANGABA/SP;(15) 32571281;HARAS;0152102;0152102;SP;PORANGABA;02;EDSON GOMES PIRES
DAWID SYLWESTER PTAK;08.400.135/0001-56;12334-420;ESTRADA PARATEI DO MEIO, nº S/N, SITIO SOL DA MATTA, RIO ABAIXO - JACAREI/SP;(12) 39528276;HARAS;0152102;0152102;SP;JACAREI;02;DAWID SYLWESTER PTAK
DALSON FERREIRA DAS NEVES;08.402.157/0001-55;18255-000;ESTRADA MUNICIPAL DA QUADRA - HARAS HORIZONTE AZUL, nº S/N, DAS PALMEIRAS - QUADRA/SP;(11) 42243612;HARAS;0152102;0152102;SP;QUADRA;02;DALSON FERREIRA DAS NEVES
MARIA HELENA RIBEIRO PERROY;08.590.992/0001-66;18108-001;FAZENDA MONTE VERDE, nº S/N, BRIGADEIRO TOBIAS - SOROCABA/SP;(15) 32243058;HARAS;0152102;0152102;SP;SOROCABA;02;MARIA HELENA RIBEIRO PERROY
MANOEL BAYARD MONTEIRO LUCAS DE LIMA;09.037.723/0001-30;12530-000;FAZENDA ESPERANCA, nº S/N, ZONA RURAL, ENGENHO - CUNHA/SP;(12) 31111546;HARAS;0152102;0152102;SP;CUNHA;02;MANOEL BAYARD MONTEIRO LUCAS DE LIMA
ROSELI DE MATOS LIMA DINIZ;09.530.060/0001-90;13970-970;SÍTIO CHAPARRAL, nº S/N, CERCADO GRANDE - ITAPIRA/SP;(19) 38635893;HARAS;0152102;0152102;SP;ITAPIRA;02;ROSELI DE MATOS LIMA DINIZ
HELCIO RIBEIRO PINTO;09.570.023/0002-97;12500-970;CHÁCARA SAO JOSE, nº S/N, SAO JOSE - GUARATINGUETA/SP;(12) 31253715;HARAS;0152102;0152102;SP;GUARATINGUETA;02;HELCIO RIBEIRO PINTO
CSL PRODUCAO RURAL LTDA;10.596.469/0001-99;55650-000;FAZENDA UMBURANA, nº S/N, ZONA RURAL - PASSIRA/PE;(81) 32216632;HARAS;0152102;0152102;PE;PASSIRA;02;CSL PRODUCAO RURAL LTDA
HARAS IANNONI;12.818.685/0001-67;18300-005;RODOVIA SP 127 KM 205, nº S/N, KM 205, BAIRRO DOS CAMILOS - CAPAO BONITO/SP;(11) 24411733;HARAS;0152102;0152102;SP;CAPAO BONITO;02;VALLEBELLA PARTICIPACOES LTDA
ABILIO JOSE SOUZA REIS;13.378.354/0001-16;12800-000;FAZENDA SAO JOSE, nº S/N, ESTRADA MUNICIPAL HAMILCAR BEVILAQUA - QUELUZ/SP;(12) 88540555;HARAS;0152102;0152102;SP;QUELUZ;02;ABILIO JOSE SOUZA REIS
NADIA DA COSTA RODRIGUES;15.256.165/0001-04;14420-000;RODOVIA ITIRAPUA / SAO TOMAS DE AQUINO, KM 11 - ENTRADA A DIREITA, nº S/N, SITIO CANTO DO LAGO, ZONA RURAL - ITIRAPUA/SP;(16) 37252621;HARAS;0152102;0152102;SP;ITIRAPUA;02;NADIA DA COSTA RODRIGUES
JOSE EDUARDO MATARAZZO KALIL;07.963.942/0004-67;13067-744;ESTRADA CRT301A1, nº S/N, SI PRIMAVERA, FRIBURGO - CAMPINAS/SP;(11) 23513511;HARAS;0152102;0152102;SP;CAMPINAS;02;JOSE EDUARDO MATARAZZO KALIL
PAULO DE REZENDE BARBOSA E OUTROS;15.607.038/0001-02;19812-010;RODOVIA RAPOSO TAVARES, nº S/N, COND SPORTIN ARISTOCRAT KM 455, AGUA DO CERVO - ASSIS/SP;(18) 33711533;HARAS;0152102;0152102;SP;ASSIS;02;PAULO DE REZENDE BARBOSA E OUTROS
MSC HARAS;97.533.692/0001-75;06730-000;RUA BENJAMIM VIEIRA DE OLIVEIRA, nº 800, JARDIM FLORESTA - VARGEM GRANDE PAULISTA/SP;(11) 99697788;HARAS;0152102;0152102;SP;VARGEM GRANDE PAULISTA;02;MSC HARAS CRIACAO DE EQUINOS COMERCIO AGROPECUARIA LTDA
MARCIA DREON GOMES CORREA;15.685.194/0001-83;12213-992;ESTRADA DO BONSUCESSO, nº 18700, RINCAO BELA VISTA, BONSUCESSO - SAO JOSE DOS CAMPOS/SP;(12) 39229099;HARAS;0152102;0152102;SP;SAO JOSE DOS CAMPOS;02;MARCIA DREON GOMES CORREA
JAIRO DIAS;20.468.251/0001-02;18130-970;ESTRADA SANTO ANTONIO, nº 252, SANTO ANTONIO - SAO ROQUE/SP;(11) 47129550;HARAS;0152102;0152102;SP;SAO ROQUE;02;JAIRO DIAS
FORT RANCH;11.856.474/0001-56;08634-010;ESTRADA DO SERTAO, nº 393, QUINTA DIVISAO - SUZANO/SP;(11) 33335433;HARAS;0152102;0152102;SP;SUZANO;02;FORT RANCH PRODUTOR RURAL LTDA
VERA LIGIA SIQUEIRA;17.199.552/0001-73;12970-000;ESTRADA CANEDOS, nº S/N, CANEDOS - PIRACAIA/SP;(11) 40127937;HARAS;0152102;0152102;SP;PIRACAIA;02;VERA LIGIA SIQUEIRA
HARAS BEZERRO;17.263.655/0001-55;58780-000;FAZENDA CACHOEIRA, nº SN, ZONA RURAL - ITAPORANGA/PB;(83) 34512418;HOTEL_ANIMAL;0162803;0162803;PB;ITAPORANGA;02;HARAS BEZERRO LTDA
CLAUDIO LOPES DOS SANTOS;17.426.119/0001-23;18265-000;ESTRADA MUNICIPAL DO SALTINHO, nº S/N, SALTINHO - TORRE DE PEDRA/SP;(15) 97022605;HARAS;0152102;0152102;SP;TORRE DE PEDRA;02;CLAUDIO LOPES DOS SANTOS
CARLOS ROBERTO POIANI;17.577.706/0001-13;15061-778;FAZENDA FELICIDADE, nº S/N, SITIO SAO JOSE, ZONA RURAL - SAO JOSE DO RIO PRETO/SP;(17) 32017777;HARAS;0152102;0152102;SP;SAO JOSE DO RIO PRETO;02;CARLOS ROBERTO POIANI
PEDRO CESAR MENDES MELO;18.104.077/0001-77;12990-000;SITIO RANCHO PMM, nº S/N, MIRANDAS - PEDRA BELA/SP;(11) 71843004;HARAS;0152102;0152102;SP;PEDRA BELA;02;PEDRO CESAR MENDES MELO
CENTRO HIPICO HARAS SAO BENTO;18.125.424/0001-48;12929-990;ESTRADA ISMAEL LEME MOURAO, nº S/N, BOM RETIRO - BRAGANCA PAULISTA/SP;(11) 72241211;CENTRO_TREINAMENTO;8591100;8591100;SP;BRAGANCA PAULISTA;02;J. A. BENTO DA SILVA
ANDERSON JOSE BARBOSA;18.128.436/0001-26;19570-000;CHACARA NOSSA SENHORA APARECIDA, nº SN, NUCLEO MANDAGUARI - REGENTE FEIJO/SP;(18) 32793255;HARAS;0152102;0152102;SP;REGENTE FEIJO;02;ANDERSON JOSE BARBOSA
BENJAMIN STEINBRUCH;08.168.235/0002-80;13476-000;RODOVIA ANHANGUERA, nº KM 121, FAZENDA ANGELICA, ANGELICA - AMERICANA/SP;(11) 21126310;HARAS;0152102;0152102;SP;AMERICANA;02;BENJAMIN STEINBRUCH
MARCELO CORSI;08.445.674/0002-92;13530-000;OUTROS EST. GREEN VILLAGE - ROD AYRTON SENNA, nº S/N, RURAL - ITIRAPINA/SP;(16) 35014052;HARAS;0152102;0152102;SP;ITIRAPINA;02;MARCELO CORSI
JOAO BATISTA ZILLO;08.506.299/0001-62;18682-970;OUTROS ESTANCIA TRES MENINAS, nº S/N, CORVO BRANCO - LENCOIS PAULISTA/SP;(14) 32634799;HARAS;0152102;0152102;SP;LENCOIS PAULISTA;02;JOAO BATISTA ZILLO
ORLANDO CESAR BRIGATTO;08.547.438/0001-04;13480-970;ESTRADA MUNICIPAL DE LIMEIRA 357, nº S/N, KM 3, SITIO HARAS CAMPO BELO, RIBEIRAO DO PINHAL - LIMEIRA/SP;(19) 34042424;HARAS;0152102;0152102;SP;LIMEIRA;02;ORLANDO CESAR BRIGATTO
INVER ARA EMPREENDIMENTOS RURAIS E HOTEIS LTDA.;10.247.992/0001-00;84300-000;RODOVIA BR 376, nº KM 449, KM 449,5, AGUDOS - TIBAGI/PR;(41) 33270333;HARAS;0152102;0152102;PR;TIBAGI;02;FAZENDA ARATERRA LTDA
ANTONIO CARLOS GOMES FILHO;11.224.836/0001-96;16900-005;ESTÂNCIA RANCHO TK, nº S/, PLANALTO - ANDRADINA/SP;(18) 37222560;HARAS;0152102;0152102;SP;ANDRADINA;02;ANTONIO CARLOS GOMES FILHO
SAUDE EQUINA VETS LTDA;15.593.533/0001-00;36123-000;RUA DR FERNANDO FILGUEIRAS, nº 137, CENTRO - SIMAO PEREIRA/MG;(32) 32118858;HOTEL_ANIMAL;0162803;0162803;MG;SIMAO PEREIRA;02;SAUDE EQUINA VETS LTDA
ROBERTO SIQUEIRA;12.042.167/0002-85;18900-000;RUA RANCHO LBS, nº S/N, DAS PEROBAS - SANTA CRUZ DO RIO PARDO/SP;(14) 33324900;HARAS;0152102;0152102;SP;SANTA CRUZ DO RIO PARDO;02;ROBERTO SIQUEIRA
SOCIEDADE HIPICA CANELENSE;17.015.267/0001-55;95680-000;ESTRADA RS 235, nº S/N, CONJ PARQUE DE RODEIOS, SAIQUI - CANELA/RS;(54) 32781859;CLUBE;9312300;9312300;RS;CANELA;02;SOCIEDADE HIPICA CANELENSE
MURILO NUNES DOS SANTOS;18.355.298/0001-18;19400-000;SITIO BOA ESPERANCA, nº SN, ZONA RURAL - PRESIDENTE VENCESLAU/SP;(18) 32711740;HARAS;0152102;0152102;SP;PRESIDENTE VENCESLAU;02;MURILO NUNES DOS SANTOS
DAVI RICARDO RODRIGUES CAMPOS;18.404.198/0001-34;13314-899;RUA RURAL, nº S/N, PIRAI ACIMA - ITU/SP;(11) 95933031;HARAS;0152102;0152102;SP;ITU;02;DAVI RICARDO RODRIGUES CAMPOS
MILENA DA SILVA MACHADO;18.579.965/0001-46;18709-899;SITIO CRIA REPRODUCAO EQUINA - SITIO SANTA MARIA, nº SN, AREA RURAL DE AVARE - AVARE/SP;(14) 37322664;HARAS;0152102;0152102;SP;AVARE;02;MILENA DA SILVA MACHADO
ALEXANDRE GONCALVES NUNES;18.707.775/0001-67;17280-000;CHACARA SANTA TEREZINHA, nº SN, ITATINGUI - PEDERNEIRAS/SP;(14) 32522406;HARAS;0152102;0152102;SP;PEDERNEIRAS;02;ALEXANDRE GONCALVES NUNES
EDER LUIS DE GODOY;18.938.874/0001-50;13940-000;SITIO SAO PEDRO, nº S/N, PIMENTEIS - AGUAS DE LINDOIA/SP;(19) 38246488;HARAS;0152102;0152102;SP;AGUAS DE LINDOIA;02;EDER LUIS DE GODOY
PRISCILA CANEVARI REIS;19.042.139/0001-26;19700-000;ESTANCIA SANTA LUZIA, nº S/N, AGUA DO ALEGRE - PARAGUACU PAULISTA/SP;(18) 33611363;HARAS;0152102;0152102;SP;PARAGUACU PAULISTA;02;PRISCILA CANEVARI REIS
HARAS FRANCO;19.057.142/0001-13;18120-000;RUA APARECIDA, nº S/N, TERREO, DONA CATARINA - MAIRINQUE/SP;(11) 57759712;HARAS;0152102;0152102;SP;MAIRINQUE;02;HARAS FRANCO
SAYMON DE OLIVEIRA PINTO;19.127.148/0001-10;12701-970;ESTANCIA RANCHO TUPA, nº S/N, RUFINO DE ALMEIDA - CRUZEIRO/SP;(12) 91522059;HARAS;0152102;0152102;SP;CRUZEIRO;02;SAYMON DE OLIVEIRA PINTO
ANDRE LUIZ POLAQUINI DE SOUZA E OUTRA;19.203.293/0001-32;17380-000;SITIO RANCHO SANTA MARIA GLEBA 3C1, nº SN, SETOR RURAL, PINHEIRINHO - BROTAS/SP;(14) 81242613;HARAS;0152102;0152102;SP;BROTAS;02;ANDRE LUIZ POLAQUINI DE SOUZA E OUTRA
LUIZ GUSTAVO SIMOES DE ANDRADE;19.318.181/0001-27;12630-000;SITIO SANTA INES, nº S/N, CASA, PALMITAL - CACHOEIRA PAULISTA/SP;(12) 31011269;HARAS;0152102;0152102;SP;CACHOEIRA PAULISTA;02;LUIZ GUSTAVO SIMOES DE ANDRADE
ALESSANDRO FONSECA BRAGA;19.418.014/0001-58;07500-000;CHACARA HARAS IRMOS CORAGEM, nº S/N, DO RETIRO - SANTA ISABEL/SP;(11) 46463770;HARAS;0152102;0152102;SP;SANTA ISABEL;02;ALESSANDRO FONSECA BRAGA
CENTRO DE EQUITACAO GF;19.436.720/0001-22;16300-001;ESTRADA MUNICIPAL ELPIDIO AURELIO FERREIRA, nº 3350, LAJEADO - PENAPOLIS/SP;(18) 36524823;CENTRO_TREINAMENTO;8591100;8591100;SP;PENAPOLIS;02;CENTRO DE EQUITACAO E EQUOTERAPIA GF LTDA
FABRICIO GALLO;19.806.226/0001-02;14750-000;PROLONGAMENTO RUA CEARA, nº S/N, ZONA RURAL - PITANGUEIRAS/SP;(16) 39521558;HARAS;0152102;0152102;SP;PITANGUEIRAS;02;FABRICIO GALLO
VERA LUCIA MELO DA SILVA;20.060.609/0001-63;15840-000;ESTRADA MUNICIPAL ITAJOBI A NOVO HORIZONTE, nº SN, RURAL - ITAJOBI/SP;(17) 35469201;HARAS;0152102;0152102;SP;ITAJOBI;02;VERA LUCIA MELO DA SILVA
PEDRO SAMMARCO JUNQUEIRA;20.539.376/0001-86;16450-000;SITIO FIGUEIRA BRANCA, nº S/N, SETE DE ABRIL - GETULINA/SP;(14) 35222922;HARAS;0152102;0152102;SP;GETULINA;02;PEDRO SAMMARCO JUNQUEIRA
LEANDRO MARTINS CARDIN;20.696.677/0001-13;18960-000;"CHACARA ESTRELA, nº S/N, : CASA;, DOURADINHO - BERNARDINO DE CAMPOS/SP";(14) 96365885;HARAS;0152102;0152102;SP;BERNARDINO DE CAMPOS;02;LEANDRO MARTINS CARDIN
ADHEMAR TAMAOKI;20.702.944/0001-18;17600-970;ESTANCIA SANTO ANTONIO, nº SN, MONTE ALEGRE - TUPA/SP;(14) 34966229;HARAS;0152102;0152102;SP;TUPA;02;ADHEMAR TAMAOKI
JOANNA MAURI D ANDREA;20.722.667/0001-05;19160-000;ESTANCIA SAO MATHEUS, nº S/N, ZONA RURAL - ALVARES MACHADO/SP;(18) 32226904;HARAS;0152102;0152102;SP;ALVARES MACHADO;02;JOANNA MAURI D ANDREA
LUCIANA APARECIDA MASQUIO;20.921.505/0001-04;14990-000;SITIO DUAS IRMAS, nº SN, DOS MINEIROS - IRAPUA/SP;(17) 35561532;HARAS;0152102;0152102;SP;IRAPUA;02;LUCIANA APARECIDA MASQUIO
HARAS SAO BENTO LTDA;20.938.793/0001-00;13985-899;FAZENDA CRISTALINA, nº S/N, BRUMADO - ITAPIRA/SP;(11) 63853132;HARAS;0152102;0152102;SP;ITAPIRA;02;HARAS SAO BENTO LTDA
ELIZEU MARTINS VAZ JUNIOR E OUTRO;21.112.684/0001-93;15170-000;RODOVIA BADY BASSIT (SP 377), nº SN, RURAL - TANABI/SP;(17) 32722131;HARAS;0152102;0152102;SP;TANABI;02;ELIZEU MARTINS VAZ JUNIOR E OUTRO
JULIO CEZAR BUENO DE CAMARGO;21.171.794/0001-26;12955-000;ESTRADA MUNICIPAL ANTONIO RAMOS, nº 700, GUAXINDUVA - BOM JESUS DOS PERDOES/SP;(11) 72595787;HARAS;0152102;0152102;SP;BOM JESUS DOS PERDOES;02;JULIO CEZAR BUENO DE CAMARGO
PARQUE DE VAQUEJADA GRUPO REINALDO MAGALHAES;21.244.476/0001-48;39895-000;"PRACA SAO SEBASTIAO, nº 669, SALA: C;, CENTRO - FELISBURGO/MG";(33) 37431147;CLUBE_HIPICO;9319101;9319101;MG;FELISBURGO;02;GERALDA MARGARETH VIEIRA DA SILVA
CARLOS ALBERTO GADIA BARRETO;21.417.591/0001-77;12249-000;ESTRADA DO MACHADO, nº S/N, SAO FRANCISCO XAVIER - SAO JOSE DOS CAMPOS/SP;(11) 71464636;HARAS;0152102;0152102;SP;SAO JOSE DOS CAMPOS;02;CARLOS ALBERTO GADIA BARRETO
HARAS PORTEIRA AZUL;21.524.119/0001-33;44014-005;AVENIDA ANTONIO CADENGUE DE LUCENA, nº S/N, ESTRADA VICINAL FAZENDA BOA VISTA E SITIO ALEGRE, VALE DO JACUIPE - FEIRA DE SANTANA/BA;(71) 92840151;HARAS;0152102;0152102;BA;FEIRA DE SANTANA;02;HARAS PORTEIRA AZUL LTDA
HARAS TOM DA MATA LTDA;21.570.489/0001-07;37810-000;"ESTRADA GUARANESIA - FAZENDA PARAISO A 3 KM, nº S/N, : FAZ. SAO FRANCISCO;, ZONA RURAL - GUARANESIA/MG";(35) 35551235;HARAS;0152102;0152102;MG;GUARANESIA;02;HARAS TOM DA MATA LTDA
SERGIO FERREIRA;21.576.062/0001-16;08675-970;RUA DOM RAIMUNDO, nº 13, CHACARAS DUCHEN - SUZANO/SP;(11) 21158210;HARAS;0152102;0152102;SP;SUZANO;02;SERGIO FERREIRA
RANCHO IZAURITA;22.477.595/0001-03;79170-000;RODOVIA SIDROLANDIA NIOAQUE KM 10 DIR 3KM, nº SN, ZONA RURAL - SIDROLANDIA/MS;(67) 99611213;HARAS;0152102;0152102;MS;SIDROLANDIA;02;CESAR WILSON DOS SANTOS
DANILO MARRAFON;22.509.865/0001-10;19580-000;"SITIO NOITE NEGRA, nº S/N, : ZONA RURAL;, NOITE NEGRA - ANHUMAS/SP";(18) 32861317;HARAS;0152102;0152102;SP;ANHUMAS;02;DANILO MARRAFON
ORLY COMERCIO DE SEMEM E EMBRIOES LTDA;22.669.754/0001-71;18550-000;ESTRADA MUNICIPAL PARA O BAIRRO JERIVA, nº A 5 KM, JERIVA - BOITUVA/SP;(11) 38685252;HARAS;0152102;0152102;SP;BOITUVA;02;ORLY COMERCIO DE SEMEM E EMBRIOES LTDA
PEDRO BARBIZAN SANTIAGO LEITE;10.630.928/0002-94;17680-000;FAZENDA HARAS JAGUARUANA, nº SN, SECCAO GLORIA - IACRI/SP;(14) 96911579;HARAS;0152102;0152102;SP;IACRI;02;PEDRO BARBIZAN SANTIAGO LEITE
HARAS UNIT SANTA CLARA LTDA;22.985.992/0001-96;28540-000;ESTRADA RJ 116, nº KM 122, PRIMEIRO DISTRITO - CORDEIRO/RJ;(21) 36201974;HARAS;0152102;0152102;RJ;CORDEIRO;02;HARAS UNIT SANTA CLARA LTDA
HARAS ITAJUIPE;23.010.063/0001-24;45630-000;AREA ZONA DA JUNDIBA - FAZENDA SAO JOSE, nº SN, JUNDIBA - ITAJUIPE/BA;(73) 32111813;HARAS;0152102;0152102;BA;ITAJUIPE;02;HARAS ITAJUIPE LTDA
ANTONIO ESAU FERRAZ DE ALMEIDA;23.068.978/0001-90;13310-220;ESTRADA MUNICIPAL DO JACU S/N1 GB 4, nº S/N1, HARAS FELICIDADE, PARQUE NOSSA SENHORA DA CANDELARIA - ITU/SP;(13) 32343676;HARAS;0152102;0152102;SP;ITU;02;ANTONIO ESAU FERRAZ DE ALMEIDA
RENAN MATHEUS SCARANO DA SILVA;23.106.852/0001-63;08940-000;ESTRADA VELHA BIRITIBA MIRIM, nº S/N, BIRITIBA - BIRITIBA-MIRIM/SP;(11) 47611537;HARAS;0152102;0152102;SP;BIRITIBA-MIRIM;02;RENAN MATHEUS SCARANO DA SILVA
YOLLA MEISA FERREIRA E SILVA CANA BRASIL;23.559.823/0001-57;15895-000;SITIO SAO DOMINGOS, nº S/N, SETOR RURAL, ZONA RURAL - CEDRAL/SP;(11) 69464681;HARAS;0152102;0152102;SP;CEDRAL;02;YOLLA MEISA FERREIRA E SILVA CANA BRASIL
RAMON AVELINO MARTIN CALVINO;23.598.921/0001-01;12400-970;RODOVIA PRESIDENTE DUTRA KM 94, nº S/N, BAIRRO DAS CAMPINAS - PINDAMONHANGABA/SP;(12) 78113335;HARAS;0152102;0152102;SP;PINDAMONHANGABA;02;RAMON AVELINO MARTIN CALVINO
LEONARDO LUIZ SOUZA DE ALMEIDA;15.329.989/0003-10;15140-000;ESTANCIA SAO FRANCISCO, nº S/N, KM 459, ZONA RURAL - BALSAMO/SP;(17) 33421100;HARAS;0152102;0152102;SP;BALSAMO;02;LEONARDO LUIZ SOUZA DE ALMEIDA
HARAS BOM CABOCLO;23.689.148/0001-80;36950-000;CORREGO LIMOEIRO, nº SN, ZONA RURAL - IPANEMA/MG;(33) 87099151;HARAS;0152102;0152102;MG;IPANEMA;02;AGROPECUARIA BOM CABOCLO LTDA
SERGIO MANCERA JUNIOR;23.770.235/0001-68;18540-000;SITIO HARAS 13, nº S/N, ESTRADA MUNICIPAL PARA BOITUVA 80 SITIO RANCHO 13 BAIRRO PIQUIRA PORTO FELIZ/SP, PIQUIRA - PORTO FELIZ/SP;(15) 32622870;HARAS;0152102;0152102;SP;PORTO FELIZ;02;SERGIO MANCERA JUNIOR
JOAO VICTOR LICO;23.798.262/0001-49;09832-457;RUA JOSEFINA NANI GEA (VL JURUBATUBA), nº 1570, RIO GRANDE - SAO BERNARDO DO CAMPO/SP;(11) 34054287;HARAS;0152102;0152102;SP;SAO BERNARDO DO CAMPO;02;JOAO VICTOR LICO
REBECCA DE ALMEIDA MEYSTRE;23.963.164/0001-10;12400-970;ESTRADA MUNICIPAL ROLA, nº 15000, JARDIM REGINA - PINDAMONHANGABA/SP;(12) 36432144;HARAS;0152102;0152102;SP;PINDAMONHANGABA;02;REBECCA DE ALMEIDA MEYSTRE
HARAS ILUMINATA;24.080.579/0001-08;55825-000;ESTRADA GRANJA ELIZANGELO, nº 510, MUSSUREPE - PAUDALHO/PE;(81) 86382366;HOTEL_ANIMAL;0162803;0162803;PE;PAUDALHO;02;AGROPECUARIA ILUMINATA LTDA
MARCIO GIAXA MARINHEIRO;24.117.862/0001-67;14300-001;FAZENDA HORTA, nº SN, ZONA RURAL - BATATAIS/SP;(16) 37616257;HARAS;0152102;0152102;SP;BATATAIS;02;MARCIO GIAXA MARINHEIRO
MARCELO MARTINS;24.162.219/0001-55;08634-050;ESTRADA SANTA LUZIA, nº 10200, QUINTA DIVISAO - SUZANO/SP;(11) 47439792;HARAS;0152102;0152102;SP;SUZANO;02;MARCELO MARTINS
